county,date,icu_avail,icu_total,med_avail,med_total,ped_avail,ped_total,pic_avail,pic_total,covid_patients,covid_vents,vents_use,vents,icu_avail_mean,icu_total_mean,med_avail_mean,med_total_mean,ped_avail_mean,ped_total_mean,pic_avail_mean,pic_total_mean,covid_patients_mean,covid_vents_mean,vents_use_mean,vents_mean,icu_percent,med_percent,ped_percent,pic_percent,covid_icu,covid_icu_mean,county_fips,latitude,longitude
Warren,2020-08-23T00:00:00Z,0,6,5,18,0,0,0,0,0,0,0,0,0,6,3.9,18.9,0,0,0,0,0,0,0,0,0,27.8,NA,NA,NA,NA,42123,41.81675237,-79.27858158
Wyoming,2020-08-23T00:00:00Z,0,0,10,10,0,0,0,0,0,0,0,5,3,3,23,24,0,0,0,0,0,0,0,5,NA,100,NA,NA,NA,NA,42131,41.51892488,-76.01813003
Sullivan,2020-08-23T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42113,41.4480994,-76.5147922
Westmoreland,2020-08-23T00:00:00Z,45,79,69,343,0,0,0,0,1,1,12,89,42.5,79,68.2,343,0,0,0,0,6.8,0.9,8.9,89,57,20.1,NA,NA,NA,NA,42129,40.310315,-79.47134118
Chester,2020-08-24T00:00:00Z,46,104,121,593,9,11,0,0,9,1,13,124,45.7,108.3,137,580.4,8.7,11,0,0,11.9,2.6,12.6,116.4,44.2,20.4,81.8,NA,NA,NA,42029,39.97487056,-75.75626498
Cambria,2020-08-24T00:00:00Z,1,25,84,273,6,7,0,0,11,2,17,57,4.9,25,84.9,280.9,6.2,7,0,0,10.2,1.3,13.4,57,4,30.8,85.7,NA,NA,NA,42021,40.49127491,-78.71894174
Bradford,2020-08-24T00:00:00Z,12,38,27,212,0,0,0,0,2,0,5,26,14.6,38,34.3,212,0,0,0,0,1.4,0,5.6,26,31.6,12.7,NA,NA,NA,NA,42015,41.79117814,-76.51825624
Cameron,2020-08-24T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42023,41.43880265,-78.20916932
Clarion,2020-08-24T00:00:00Z,2,5,12,25,0,0,0,0,0,0,0,0,2.5,5,13.6,25,0,0,0,0,0,0,0,0,40,48,NA,NA,NA,NA,42031,41.19279129,-79.42483608
Blair,2020-08-24T00:00:00Z,21,140,83,245,0,12,0,0,13,3,20,35,16.9,140.9,77.7,240.4,0.3,12,0,0,15.3,3.9,21.1,33.3,15,33.9,0,NA,NA,NA,42013,40.48555024,-78.34907687
Centre,2020-08-24T00:00:00Z,16,24,42,131,6,6,0,0,0,0,0,0,9.1,24,36.5,131,5.4,6,0,0,0,0,0,0,66.7,32.1,100,NA,NA,NA,42027,40.9193135,-77.82500112
Armstrong,2020-08-24T00:00:00Z,7,12,41,81,0,0,0,0,3,0,0,6,7.4,12,46.4,81,0,0,0,0,3.3,0,0.1,6,58.3,50.6,NA,NA,NA,NA,42005,40.81509526,-79.47316899
Clinton,2020-08-24T00:00:00Z,0,0,16,29,0,0,0,0,0,0,0,0,0,0,20.6,29,0,0,0,0,0,0,0,0,NA,55.2,NA,NA,NA,NA,42035,41.23286274,-77.642837599999993
Carbon,2020-08-24T00:00:00Z,3,6,9,40,0,0,0,0,2,0,0,4,2.1,6,9.2,40,0,0,0,0,1.1,0,0,4,50,22.5,NA,NA,NA,NA,42025,40.91936701,-75.71107039
Allegheny,2020-08-24T00:00:00Z,121,810,783,3225,80,235,5,48,86,19,205,819,116.5,803,678.5,3260.4,61.1,243.2,7.5,47.9,102.1,23.3,209.4,817.2,14.9,24.3,34,10.4,NA,NA,42003,40.46735543,-79.98619843
Clearfield,2020-08-24T00:00:00Z,7,28,4,80,1,6,0,0,2,1,3,17,4.3,26.1,13.6,83.9,2.3,7.6,0,0,1.2,1,2.9,17,25,5,16.7,NA,NA,NA,42033,41.000429,-78.47558343
Bucks,2020-08-24T00:00:00Z,40,78,304,739,14,19,0,0,7,0,11,101,43,78,278.7,739,15.8,19,0,0,2.2,0,11.6,101,51.3,41.1,73.7,NA,NA,NA,42017,40.33501133,-75.11291241
Butler,2020-08-24T00:00:00Z,16,16,102,120,0,0,0,0,2,1,3,28,14,15.4,92.3,130.8,0,0,0,0,2,0.8,4.8,26.9,100,85,NA,NA,NA,NA,42019,40.91083185,-79.91711779
Adams,2020-08-24T00:00:00Z,6,10,9,60,0,0,0,0,1,0,1,4,3.4,9.6,4.9,60.1,0,0,0,0,0.9,0,1.1,4,60,15,NA,NA,NA,NA,42001,39.87209565,-77.22224271
Bedford,2020-08-24T00:00:00Z,4,4,29,42,0,0,0,0,0,0,0,8,4,4,27.5,41.1,0,0,0,0,0.1,0,0,8,100,69,NA,NA,NA,NA,42009,40.00737536,-78.49116474
Berks,2020-08-24T00:00:00Z,11,57,28,524,4,25,0,0,24,3,24,143,17.4,58.6,84.4,534.4,17.9,24.7,0,0,24.9,4.6,25.4,143,19.3,5.3,16,NA,NA,NA,42011,40.41939635,-75.93077327
Beaver,2020-08-24T00:00:00Z,3,18,7,94,0,0,0,0,6,2,0,0,3.2,19,12.9,103.6,0,0,0,0,5.3,2.3,0,0,16.7,7.4,NA,NA,NA,NA,42007,40.68349245,-80.35107356
Cumberland,2020-08-24T00:00:00Z,44,101,33,369,0,4,0,0,9,0,14,56,44.9,101.2,33.8,359.6,0,4,0,0,6.8,1.2,12.5,56,43.6,8.9,0,NA,NA,NA,42041,40.16759839,-77.26866271
Forest,2020-08-24T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42053,41.51357876,-79.23780995
Fulton,2020-08-24T00:00:00Z,0,0,17,21,0,0,0,0,0,0,0,2,0,0,13.6,21,0,0,0,0,0,0,0,2,NA,81,NA,NA,NA,NA,42057,39.92487511,-78.11485045
Fayette,2020-08-24T00:00:00Z,7,15,56,105,0,0,0,0,2,0,3,28,6.5,15,51.2,103.7,0,0,0,0,3.9,0.3,3.2,28,46.7,53.3,NA,NA,NA,NA,42051,39.9194478,-79.65189635
Dauphin,2020-08-24T00:00:00Z,41,178,47,517,0,60,4,18,8,2,22,65,45.9,179.5,31.5,516.9,5.6,60.9,2.6,18,8.4,3.5,28.1,65,23,9.1,0,22.2,NA,NA,42043,40.41974636,-76.77960568
Franklin,2020-08-24T00:00:00Z,20,34,105,219,6,6,0,0,4,0,4,25,15.3,34,71.5,219,5.6,6,0,0,3.2,0.1,3.4,25,58.8,47.9,100,NA,NA,NA,42055,39.92786197,-77.72398845
Huntingdon,2020-08-24T00:00:00Z,7,7,35,57,0,0,0,0,0,0,0,0,6.5,7,41.1,51.5,0,0,0,0,0,0,0,0,100,61.4,NA,NA,NA,NA,42061,40.416105,-77.9827661
Crawford,2020-08-24T00:00:00Z,2,18,68,138,6,6,0,0,2,2,2,24,6.1,18,62.9,138,3.9,6,0,0,3.5,2.2,1,13.5,11.1,49.3,100,NA,NA,NA,42039,41.68546907,-80.11321083
Delaware,2020-08-24T00:00:00Z,16,71,145,516,3,8,0,0,13,2,47,160,15.1,73.3,101.1,520.3,1.9,7.5,0,0,21.6,2.7,43.5,160,22.5,28.1,37.5,NA,NA,NA,42045,39.91657867,-75.40627712
Indiana,2020-08-24T00:00:00Z,7,12,50,102,0,0,0,0,4,1,3,23,4,12,47.7,102,0,0,0,0,5.2,1.6,4.4,23,58.3,49,NA,NA,NA,NA,42063,40.65295497,-79.09333493
Erie,2020-08-24T00:00:00Z,35,167,157,579,4,19,0,0,14,1,29,143,33,165.9,124.2,566.3,9.2,19.2,0,0,12.6,2.6,38.2,143,21,27.1,21.1,NA,NA,NA,42049,41.99413787,-80.0407591
Columbia,2020-08-24T00:00:00Z,11,12,22,31,0,0,0,0,2,0,0,9,11.1,13,23.5,32.9,0,0,0,0,0.3,0,0,9,91.7,71,NA,NA,NA,NA,42037,41.04912086,-76.4100218
Jefferson,2020-08-24T00:00:00Z,3,5,41,60,0,0,0,0,0,0,0,17,3.1,5,36.3,60,0,0,0,0,0,0,0,17,60,68.3,NA,NA,NA,NA,42065,41.13139091,-79.00101814
Greene,2020-08-24T00:00:00Z,0,0,13,23,0,0,0,0,0,0,0,5,0,0,4.3,15.4,0,0,0,0,0,0,0,5,NA,56.5,NA,NA,NA,NA,42059,39.85480393,-80.22943817
Elk,2020-08-24T00:00:00Z,6,7,9,19,0,0,0,0,0,0,0,5,4.7,7,6.5,19,0,0,0,0,0.4,0,0,5,85.7,47.4,NA,NA,NA,NA,42047,41.42819416,-78.64947713
Lackawanna,2020-08-24T00:00:00Z,4,47,18,367,11,22,0,0,5,1,5,41,7.3,50.9,19.3,367,9.9,22,0,0,4.6,0.4,5,41,8.5,4.9,50,NA,NA,NA,42069,41.43910064,-75.61218345
Lancaster,2020-08-24T00:00:00Z,17,91,160,534,26,29,0,0,19,2,13,169,18.3,90.1,142,533,19.6,24.5,0,0,24.6,3.7,17.1,170.6,18.7,30,89.7,NA,NA,NA,42071,40.04590796,-76.25138768
Montgomery,2020-08-24T00:00:00Z,141,338,421,1451,28,35,0,0,39,6,54,335,123.4,338.6,344.8,1383.8,23.8,28.6,0,0,44.1,3.8,48.6,330.9,41.7,29,80,NA,NA,NA,42091,40.20989874,-75.37252001
Northampton,2020-08-24T00:00:00Z,7,21,27,165,0,0,0,0,2,1,0,1,7.6,21,34.9,172.6,0,0,0,0,2.5,0.4,0,0.9,33.3,16.4,NA,NA,NA,NA,42095,40.7545954,-75.31263726
Lycoming,2020-08-24T00:00:00Z,3,56,88,210,1,7,0,0,10,1,4,46,9,55.6,98.9,207.5,1.6,6.7,0,0,5.4,0.4,5.3,48.9,5.4,41.9,14.3,NA,NA,NA,42081,41.34459792,-77.06942457
Lawrence,2020-08-24T00:00:00Z,3,11,42,109,0,0,0,0,8,1,1,10,5.3,11.4,47.4,112,0,0,0,0,4.4,0.7,1.4,10,27.3,38.5,NA,NA,NA,NA,42073,40.99325035,-80.33754114
Luzerne,2020-08-24T00:00:00Z,4,56,21,393,6,7,0,0,5,0,22,120,11.5,61.9,43.5,383.3,4.5,7,0,0,4.4,0.1,16.3,119.2,7.1,5.3,85.7,NA,NA,NA,42079,41.17836439,-75.9919961
McKean,2020-08-24T00:00:00Z,5,10,27,38,18,29,0,0,0,1,1,8,4.4,10,23.7,38,15.4,29,0,0,0,0.1,0.4,8,50,71.1,62.1,NA,NA,NA,42083,41.81037074,-78.5712202
Mercer,2020-08-24T00:00:00Z,16,34,217,314,0,0,0,0,12,1,2,28,16.9,34,213.9,313.8,0,0,0,0,6.9,1.4,2.6,28,47.1,69.1,NA,NA,NA,NA,42085,41.30237777,-80.26009411
Lebanon,2020-08-24T00:00:00Z,6,18,25,94,0,0,0,0,3,1,2,12,5.4,17.9,36.6,104.6,0,0,0,0,3.2,0.7,2.9,12,33.3,26.6,NA,NA,NA,NA,42075,40.367597,-76.46182575
Monroe,2020-08-24T00:00:00Z,5,36,22,240,0,16,0,0,6,1,8,24,4.4,34.3,21.1,229,0.1,14.9,0,0,6,1,4.3,22.9,13.9,9.2,0,NA,NA,NA,42089,41.06091787,-75.34083603
Mifflin,2020-08-24T00:00:00Z,21,39,35,58,0,0,0,0,4,0,0,15,11.4,20.4,34.4,76.6,0,0,0,0,1.9,0,0.4,15,53.8,60.3,NA,NA,NA,NA,42087,40.61274928,-77.62003089
Juniata,2020-08-24T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42067,40.53433008,-77.405775
Montour,2020-08-24T00:00:00Z,21,124,7,267,1,36,8,14,8,1,33,186,16.4,122.3,24,267,9.7,36,6.2,14,9.5,1.6,32.3,186,16.9,2.6,2.8,57.1,NA,NA,42093,41.02801824,-76.66470527
Lehigh,2020-08-24T00:00:00Z,20,172,123,1083,17,89,7,13,22,3,56,236,15.9,165.1,101.6,1077.1,21.1,85.4,4.5,12.4,27.4,4.1,56.2,227.6,11.6,11.4,19.1,53.8,NA,NA,42077,40.61464794,-75.60099481
Potter,2020-08-24T00:00:00Z,2,6,29,39,0,0,0,0,0,0,4,4,2.4,6,27.1,39,0,0,0,0,0,0,4,4,33.3,74.4,NA,NA,NA,NA,42105,41.74420644,-77.89879229
Pike,2020-08-24T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42103,41.332572,-75.03270924
Northumberland,2020-08-24T00:00:00Z,4,7,19,40,0,0,0,0,5,0,0,4,3.1,7,17.8,40,0,0,0,0,1.4,0.1,0,4,57.1,47.5,NA,NA,NA,NA,42097,40.85150926,-76.71188423
Schuylkill,2020-08-24T00:00:00Z,6,16,31,123,7,9,0,0,3,0,0,10,3.1,15.3,22.9,117.3,6.9,8.4,0,0,1.1,0,1.2,9.5,37.5,25.2,77.8,NA,NA,NA,42107,40.70751243,-76.22332385
Perry,2020-08-24T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42099,40.40415317,-77.25907385
Somerset,2020-08-24T00:00:00Z,34,46,113,136,0,0,0,0,0,0,0,2,31.3,46,106.6,136,0,0,0,0,0.1,0,0,2,73.9,83.1,NA,NA,NA,NA,42111,39.97146299,-79.03100206
Snyder,2020-08-24T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42109,40.77113737,-77.07255968
Philadelphia,2020-08-24T00:00:00Z,172,779,629,3803,50,97,51,254,84,4,291,1322,153.9,778.9,537.6,3772.4,45.6,85.7,30.9,251.6,101.9,10,301.4,1321.7,22.1,16.5,51.5,20.1,NA,NA,42101,40.00444354,-75.140236
Warren,2020-08-24T00:00:00Z,0,6,5,18,0,0,0,0,0,0,0,0,0,6,4.2,18.9,0,0,0,0,0,0,0,0,0,27.8,NA,NA,NA,NA,42123,41.81675237,-79.27858158
Wayne,2020-08-24T00:00:00Z,0,8,16,25,0,0,0,0,1,0,1,8,2.3,8,11.3,25,0,0,0,0,0.5,0,1.8,8,0,64,NA,NA,NA,NA,42127,41.64969805,-75.3051535
Tioga,2020-08-24T00:00:00Z,0,6,31,46,0,0,0,0,0,0,0,0,2.4,6,30.9,46,0,0,0,0,0,0,0,0,0,67.4,NA,NA,NA,NA,42117,41.77333834,-77.25788076
York,2020-08-24T00:00:00Z,24,103,55,494,15,19,0,0,39,6,29,93,18.6,104.3,48.9,514,14,19,0,0,30.3,5.1,32.4,93,23.3,11.1,78.9,NA,NA,NA,42133,39.92192531,-76.72576052
Sullivan,2020-08-24T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42113,41.4480994,-76.5147922
Venango,2020-08-24T00:00:00Z,18,47,35,60,0,0,0,0,2,0,0,13,21.4,46.6,31.3,59.7,0,0,0,0,1.9,0,0,13,38.3,58.3,NA,NA,NA,NA,42121,41.40341259,-79.76286561
Wyoming,2020-08-24T00:00:00Z,0,0,10,10,0,0,0,0,0,0,0,5,2.6,2.6,21.1,22,0,0,0,0,0,0,0,5,NA,100,NA,NA,NA,NA,42131,41.51892488,-76.01813003
Westmoreland,2020-08-24T00:00:00Z,46,79,57,343,0,0,0,0,1,1,9,89,43.1,79,65.9,343,0,0,0,0,6.3,0.9,9.1,89,58.2,16.6,NA,NA,NA,NA,42129,40.310315,-79.47134118
Susquehanna,2020-08-24T00:00:00Z,0,0,24,46,0,0,0,0,1,0,0,2,0,0,20.4,46,0,0,0,0,0.2,0,0,1.7,NA,52.2,NA,NA,NA,NA,42115,41.8205686,-75.80250303
Union,2020-08-24T00:00:00Z,1,8,16,62,8,8,0,0,9,0,0,35,1.2,9.6,11.5,62,8,8,0,0,7.9,0,0.1,32.5,12.5,25.8,100,NA,NA,NA,42119,40.96473131,-77.06415803
Washington,2020-08-24T00:00:00Z,6,26,55,241,0,0,0,0,4,0,13,61,7.9,31.3,67.1,249.2,0,0,0,0,4,0.2,8.1,61,23.1,22.8,NA,NA,NA,NA,42125,40.19109663,-80.25180083
Butler,2020-08-25T00:00:00Z,12,12,83,138,0,0,0,0,2,1,4,28,13.9,15.2,92.2,130.8,0,0,0,0,2.1,0.9,4.6,27.3,100,60.1,NA,NA,NA,NA,42019,40.91083185,-79.91711779
Armstrong,2020-08-25T00:00:00Z,7,12,49,81,0,0,0,0,3,0,0,6,7.2,12,46.9,81,0,0,0,0,3.3,0,0.1,6,58.3,60.5,NA,NA,NA,NA,42005,40.81509526,-79.47316899
Adams,2020-08-25T00:00:00Z,4,10,4,60,0,0,0,0,1,0,1,4,3.5,9.6,5.1,60.1,0,0,0,0,0.9,0,1.1,4,40,6.7,NA,NA,NA,NA,42001,39.87209565,-77.22224271
Chester,2020-08-25T00:00:00Z,45,126,105,571,9,11,0,0,8,0,12,124,45.8,108.3,134.8,580.4,8.6,11,0,0,11.3,2.4,12.6,117.6,35.7,18.4,81.8,NA,NA,NA,42029,39.97487056,-75.75626498
Clearfield,2020-08-25T00:00:00Z,0,24,3,80,1,6,0,0,2,1,3,17,4.1,26.1,13,83.4,1.9,7.3,0,0,1.3,1,2.7,17,0,3.8,16.7,NA,NA,NA,42033,41.000429,-78.47558343
Cambria,2020-08-25T00:00:00Z,5,25,98,273,7,7,0,0,8,2,15,57,4.6,25,84.6,279.3,6.2,7,0,0,10.4,1.4,13.4,57,20,35.9,100,NA,NA,NA,42021,40.49127491,-78.71894174
Centre,2020-08-25T00:00:00Z,15,24,28,131,6,6,0,0,0,0,0,0,9.4,24,35.9,131,5.4,6,0,0,0,0,0,0,62.5,21.4,100,NA,NA,NA,42027,40.9193135,-77.82500112
Clinton,2020-08-25T00:00:00Z,0,0,17,29,0,0,0,0,0,0,0,0,0,0,20.3,29,0,0,0,0,0,0,0,0,NA,58.6,NA,NA,NA,NA,42035,41.23286274,-77.642837599999993
Bradford,2020-08-25T00:00:00Z,12,38,35,212,0,0,0,0,2,0,5,26,14.3,38,34.1,212,0,0,0,0,1.5,0,5.5,26,31.6,16.5,NA,NA,NA,NA,42015,41.79117814,-76.51825624
Allegheny,2020-08-25T00:00:00Z,119,805,621,3277,47,235,6,48,93,21,209,819,116.9,804.5,679.3,3264.9,60.1,242.6,7.5,47.9,99.2,22.7,209.6,817.7,14.8,19,20,12.5,NA,NA,42003,40.46735543,-79.98619843
Clarion,2020-08-25T00:00:00Z,4,5,10,25,0,0,0,0,0,0,0,0,2.6,5,13.6,25,0,0,0,0,0,0,0,0,80,40,NA,NA,NA,NA,42031,41.19279129,-79.42483608
Bucks,2020-08-25T00:00:00Z,33,78,252,739,14,19,0,0,7,0,15,101,42.6,78,277,739,15.5,19,0,0,2.5,0,11.8,101,42.3,34.1,73.7,NA,NA,NA,42017,40.33501133,-75.11291241
Blair,2020-08-25T00:00:00Z,19,141,71,244,0,12,0,0,13,3,20,35,17.4,140.9,79,241,0.3,12,0,0,16.1,4.1,22.5,35.6,13.5,29.1,0,NA,NA,NA,42013,40.48555024,-78.34907687
Bedford,2020-08-25T00:00:00Z,4,4,26,41,0,0,0,0,0,0,0,8,4,4,27.5,41.1,0,0,0,0,0.1,0,0,8,100,63.4,NA,NA,NA,NA,42009,40.00737536,-78.49116474
Berks,2020-08-25T00:00:00Z,19,57,118,542,20,25,0,0,23,3,24,143,17.9,58.5,85.4,535.3,18.1,24.7,0,0,24.7,4.5,25.5,143,33.3,21.8,80,NA,NA,NA,42011,40.41939635,-75.93077327
Beaver,2020-08-25T00:00:00Z,3,18,7,94,0,0,0,0,6,2,0,0,3.4,18.9,11.7,102.5,0,0,0,0,5.3,2.4,0,0,16.7,7.4,NA,NA,NA,NA,42007,40.68349245,-80.35107356
Cameron,2020-08-25T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42023,41.43880265,-78.20916932
Carbon,2020-08-25T00:00:00Z,1,6,10,40,0,0,0,0,2,0,1,4,1.9,6,8.3,40,0,0,0,0,1.2,0,0.1,4,16.7,25,NA,NA,NA,NA,42025,40.91936701,-75.71107039
Crawford,2020-08-25T00:00:00Z,5,18,60,138,6,6,0,0,3,2,2,24,5.9,18,65.4,138,4.1,6,0,0,3.3,2.1,1.1,15,27.8,43.5,100,NA,NA,NA,42039,41.68546907,-80.11321083
Franklin,2020-08-25T00:00:00Z,18,34,84,219,5,6,0,0,3,1,8,25,15.5,34,73.1,219,5.5,6,0,0,3.3,0.1,3.4,25,52.9,38.4,83.3,NA,NA,NA,42055,39.92786197,-77.72398845
Huntingdon,2020-08-25T00:00:00Z,7,7,35,57,0,0,0,0,0,0,0,0,6.5,7,40.9,52,0,0,0,0,0,0,0,0,100,61.4,NA,NA,NA,NA,42061,40.416105,-77.9827661
Cumberland,2020-08-25T00:00:00Z,38,90,34,369,0,4,0,0,11,0,14,56,44.6,100.4,33.1,360.6,0,4,0,0,6.9,1.1,12.2,56,42.2,9.2,0,NA,NA,NA,42041,40.16759839,-77.26866271
Columbia,2020-08-25T00:00:00Z,15,12,28,31,0,0,0,0,2,0,0,9,11.4,13,24.1,32.7,0,0,0,0,0.4,0,0,9,125,90.3,NA,NA,NA,NA,42037,41.04912086,-76.4100218
Fayette,2020-08-25T00:00:00Z,5,15,57,104,0,0,0,0,2,0,3,28,6.4,15,51.4,104,0,0,0,0,3.6,0.3,3.1,28,33.3,54.8,NA,NA,NA,NA,42051,39.9194478,-79.65189635
Delaware,2020-08-25T00:00:00Z,19,74,122,513,3,8,0,0,14,4,46,160,15.7,73.6,102.1,520.5,1.9,7.5,0,0,20.4,2.9,44.3,160,25.7,23.8,37.5,NA,NA,NA,42045,39.91657867,-75.40627712
Greene,2020-08-25T00:00:00Z,0,0,7,12,0,0,0,0,0,0,0,5,0,0,4.8,15.4,0,0,0,0,0,0,0,5,NA,58.3,NA,NA,NA,NA,42059,39.85480393,-80.22943817
Elk,2020-08-25T00:00:00Z,6,7,6,19,0,0,0,0,0,0,0,5,4.6,7,6.6,19,0,0,0,0,0.4,0,0,5,85.7,31.6,NA,NA,NA,NA,42047,41.42819416,-78.64947713
Indiana,2020-08-25T00:00:00Z,6,12,48,102,0,0,0,0,3,1,2,23,4.1,12,47.4,102,0,0,0,0,5.1,1.6,4.4,23,50,47.1,NA,NA,NA,NA,42063,40.65295497,-79.09333493
Erie,2020-08-25T00:00:00Z,29,167,106,573,5,19,0,0,14,2,25,143,32.4,166.2,123.1,569.9,9.3,19.2,0,0,12.9,2.5,37.5,143,17.4,18.5,26.3,NA,NA,NA,42049,41.99413787,-80.0407591
Forest,2020-08-25T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42053,41.51357876,-79.23780995
Fulton,2020-08-25T00:00:00Z,0,0,17,21,0,0,0,0,0,0,0,2,0,0,13.7,21,0,0,0,0,0,0,0,2,NA,81,NA,NA,NA,NA,42057,39.92487511,-78.11485045
Dauphin,2020-08-25T00:00:00Z,43,178,35,519,1,60,2,18,20,4,59,171,44.6,179,31.3,518.2,5.1,60.6,2.7,18,8.8,3.4,30.3,72.6,24.2,6.7,1.7,11.1,NA,NA,42043,40.41974636,-76.77960568
Jefferson,2020-08-25T00:00:00Z,3,5,37,60,0,0,0,0,0,0,0,17,3.1,5,36.6,60,0,0,0,0,0,0,0,17,60,61.7,NA,NA,NA,NA,42065,41.13139091,-79.00101814
McKean,2020-08-25T00:00:00Z,4,10,27,38,18,29,0,0,0,0,1,8,4.3,10,23.6,38,15.3,29,0,0,0,0.1,0.5,8,40,71.1,62.1,NA,NA,NA,42083,41.81037074,-78.5712202
Lawrence,2020-08-25T00:00:00Z,5,12,40,109,0,0,0,0,8,1,1,10,5.4,11.4,46.8,111.6,0,0,0,0,4.9,0.8,1.5,10,41.7,36.7,NA,NA,NA,NA,42073,40.99325035,-80.33754114
Monroe,2020-08-25T00:00:00Z,3,36,8,240,0,16,0,0,5,2,7,24,4.4,34.3,21.4,229,0.1,14.9,0,0,6.1,1.1,4.6,22.9,8.3,3.3,0,NA,NA,NA,42089,41.06091787,-75.34083603
Lackawanna,2020-08-25T00:00:00Z,10,65,20,367,8,22,0,0,3,1,5,41,7.6,52.1,19.6,367,9.9,22,0,0,4.6,0.5,5,41,15.4,5.4,36.4,NA,NA,NA,42069,41.43910064,-75.61218345
Juniata,2020-08-25T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42067,40.53433008,-77.405775
Northampton,2020-08-25T00:00:00Z,7,21,25,165,0,0,0,0,2,1,0,1,7.6,21,34.1,171.9,0,0,0,0,2.5,0.4,0,0.9,33.3,15.2,NA,NA,NA,NA,42095,40.7545954,-75.31263726
Lycoming,2020-08-25T00:00:00Z,4,56,85,210,1,7,0,0,11,0,5,45,8.9,55.6,98.7,207.5,1.6,6.7,0,0,6,0.4,5.2,48.5,7.1,40.5,14.3,NA,NA,NA,42081,41.34459792,-77.06942457
Luzerne,2020-08-25T00:00:00Z,17,84,57,397,6,7,0,0,5,0,22,120,12.1,63.9,45.6,383.6,4.6,7,0,0,4.2,0.1,16.6,119.2,20.2,14.4,85.7,NA,NA,NA,42079,41.17836439,-75.9919961
Mercer,2020-08-25T00:00:00Z,21,34,215,315,0,0,0,0,12,1,2,28,17.1,34,213.9,313.9,0,0,0,0,7.3,1.4,2.6,28,61.8,68.3,NA,NA,NA,NA,42085,41.30237777,-80.26009411
Lebanon,2020-08-25T00:00:00Z,7,18,23,97,0,0,0,0,3,0,3,12,5.6,17.9,36.3,104,0,0,0,0,3.1,0.7,2.8,12,38.9,23.7,NA,NA,NA,NA,42075,40.367597,-76.46182575
Montour,2020-08-25T00:00:00Z,18,116,93,267,9,36,7,14,8,1,33,186,16.9,121.7,30.6,267,9.9,36,6.2,14,9.6,1.6,32.1,186,15.5,34.8,25,50,NA,NA,42093,41.02801824,-76.66470527
Lehigh,2020-08-25T00:00:00Z,11,172,57,1105,23,89,5,13,21,4,55,236,15.4,165.1,97.8,1076.2,21.5,85.4,4.6,12.4,26.9,3.9,56.3,227.6,6.4,5.2,25.8,38.5,NA,NA,42077,40.61464794,-75.60099481
Mifflin,2020-08-25T00:00:00Z,21,39,35,58,0,0,0,0,4,0,0,15,12.4,22.4,34.6,74.6,0,0,0,0,2.1,0,0.4,15,53.8,60.3,NA,NA,NA,NA,42087,40.61274928,-77.62003089
Montgomery,2020-08-25T00:00:00Z,145,340,386,1451,30,35,0,0,38,7,49,335,125.8,334.9,352.9,1402.2,24.8,29.9,0,0,43.4,4.1,49.1,335,42.6,26.6,85.7,NA,NA,NA,42091,40.20989874,-75.37252001
